Episode,Title,Author_Last,Author_Init,Duration,MP3_URL,Transcript_URL,Topics
137,"Ezekiel 23",Heiser,MS,58:59,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-137.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-137.pdf,ezekiel
136,"Ezekiel 21-22",Heiser,MS,56:41,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-136.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-136.pdf,ezekiel
135,"Ezekiel 19-20",Heiser,MS,1:24:14,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-135.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-135.pdf,ezekiel
134,"Conference Interviews Part 6",Heiser,MS,1:03:52,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-134.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-134.pdf,conference interviews
133,"Live from San Antonio",Heiser,MS,2:21:18,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-133.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-133.pdf,live san antonio
132,"Conference Interviews Part 5",Heiser,MS,55:05,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-132.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-132.pdf,conference interviews
131,"Conference Interviews Part 4",Heiser,MS,1:07:29,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-131.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-131.pdf,conference interviews
130,"Conference Interviews Part 3",Heiser,MS,50:41,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-130.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-130.pdf,conference interviews
129,"Conference Interviews Part 2",Heiser,MS,56:55,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-129.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-129.pdf,conference interviews
128,"Conference Interviews Part 1",Heiser,MS,1:08:32,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-128.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-128.pdf,conference interviews
127,"Q&A 17",Heiser,MS,57:02,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-127.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-127.pdf,q&a
126,"Ezekiel 18",Heiser,MS,55:39,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-126.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-126.pdf,ezekiel
125,"Bible Study Tools",Heiser,MS,1:20:36,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-125.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-125.pdf,bible study tools
124,"Ezekiel 17",Heiser,MS,1:00:04,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-124.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-124.pdf,ezekiel
123,"Ezekiel 16",Heiser,MS,1:13:06,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-123.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-123.pdf,ezekiel
122,"Ezekiel 14-15",Heiser,MS,1:07:24,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-122.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-122.pdf,ezekiel
121,"Ezekiel 12-13",Heiser,MS,51:39,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-121.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-121.pdf,ezekiel
120,"Fern, Audrey, and Beth",Heiser,MS,1:23:55,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-120.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-120.pdf,fern audrey beth
119,"Ezekiel 10-11",Heiser,MS,1:14:49,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-119.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/10/Naked-Bible-119.pdf,ezekiel
118,"Q&A 16",Heiser,MS,1:24:40,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-118.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-118.pdf,q&a
117,"Ezekiel 8-9",Heiser,MS,1:21:43,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-117.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-117.pdf,ezekiel
116,"Ezekiel 7",Heiser,MS,1:05:00,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-116.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-116.pdf,ezekiel
115,"Ezekiel 6",Heiser,MS,1:16:05,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-115.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-115.pdf,ezekiel
114,"Ezekiel 4-5",Heiser,MS,1:13:24,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-114.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-114.pdf,ezekiel
113,"Ezekiel 2-3",Heiser,MS,1:09:06,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-113.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-113.pdf,ezekiel
112,"Ezekiel 1",Heiser,MS,1:07:18,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-112.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-112.pdf,ezekiel
111,"Introducing the Book of Ezekiel",Heiser,MS,1:06:26,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-111.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-111.pdf,introducing ezekiel
110,"Q&A 15",Heiser,MS,1:14:19,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-110.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-110.pdf,q&a
109,"John 10, gods or Men?",Heiser,MS,48:44,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-109.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-109.pdf,john 10 gods or men
108,"Q&A 14",Heiser,MS,50:45,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-108.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-108.pdf,q&a
107,"Book of Obadiah Part 2",Heiser,MS,1:01:29,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-107.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-107.pdf,obadiah
106,"Book of Obadiah Part 1",Heiser,MS,48:49,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-106.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-106.pdf,obadiah
105,"Q&A 13",Heiser,MS,1:04:43,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-105.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-105.pdf,q&a
104,"How We Got the Old Testament",Heiser,MS,1:26:36,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-104.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-104.pdf,how we got old testament
103,"Moses and the Bronze Serpent",Heiser,MS,1:13:20,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-103.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-103.pdf,moses bronze serpent
102,"What does ""All Israel will be saved"" Mean?",Heiser,MS,54:16,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-102.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-102.pdf,all israel saved
101,"Jesus, the Exile, and the Tribulation",Heiser,MS,1:15:15,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-101.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-101.pdf,jesus exile tribulation
100,"Celebration",Heiser,MS,1:16:42,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-100.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-100.pdf,celebration
99,"Debunking Greek NT Manuscript Conspiracies",Heiser,MS,1:32:14,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-99.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-99.pdf,debunking greek nt manuscript conspiracies
98,"House Churches",Heiser,MS,1:30:04,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-98.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-98.pdf,house churches
97,"Q&A 12",Heiser,MS,48:09,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-97.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-97.pdf,q&a
96,"Q&A 11",Heiser,MS,1:22:20,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-96.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-96.pdf,q&a
95,"David Burnett – Resurrection and the Death of the Gods",Heiser,MS,1:48:35,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-95.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-95.pdf,david burnett resurrection death gods
94,"The Sin of the Watchers and Galatians 3-4",Heiser,MS,1:20:31,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-94.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-94.pdf,sin watchers galatians
93,"The Book of Enoch in the Early Church",Heiser,MS,1:02:36,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-93.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-93.pdf,book enoch early church
92,"Stones of Fire",Heiser,MS,37:42,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-92.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-92.pdf,stones of fire
91,"Q&A 10",Heiser,MS,1:10:12,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-91.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-91.pdf,q&a
90,"Lake of Fire",Heiser,MS,50:21,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-90.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-90.pdf,lake of fire
89,"The Book of Life",Heiser,MS,1:03:42,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-89.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-89.pdf,book of life
88,"What is the ""spiritual body"" Paul talks about in 1 Cor 15?",Heiser,MS,49:35,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-88.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-88.pdf,spiritual body 1 cor 15
87,"Exorcism of Demons as Part of the Messianic Profile",Heiser,MS,43:17,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-87.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-87.pdf,exorcism demons messianic profile
86,"The Head Covering of 1 Corinthians 11:13-15",Heiser,MS,58:11,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-86.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-86.pdf,head covering 1 corinthians
85,"Q&A 9",Heiser,MS,1:09:16,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-85.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-85.pdf,q&a
84,"Leviticus 26-27",Heiser,MS,1:08:59,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-84.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-84.pdf,leviticus
83,"Leviticus 23-25",Heiser,MS,1:16:26,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-83.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/09/Naked-Bible-83.pdf,leviticus
82,"Q&A 8",Heiser,MS,1:15:32,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-82.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-82.pdf,q&a
81,"Leviticus 21-22",Heiser,MS,59:45,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-81.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-81.pdf,leviticus
80,"Leviticus 19-20",Heiser,MS,1:02:41,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-80.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-80.pdf,leviticus
79,"Leviticus 17-18",Heiser,MS,1:17:11,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-79.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-79.pdf,leviticus
78,"Conference Interviews Part 2",Heiser,MS,36:28,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-78.mp3,N/A,conference interviews
77,"Conference Interviews Part 1",Heiser,MS,1:07:06,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-77.mp3,N/A,conference interviews
76,"Leviticus 16",Heiser,MS,59:55,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-76.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-76.pdf,leviticus
75,"Leviticus 12-15",Heiser,MS,59:48,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-75.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-75.pdf,leviticus
74,"Leviticus 11",Heiser,MS,45:51,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-74.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-74.pdf,leviticus
73,"Leviticus 10",Heiser,MS,38:57,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-73.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-73.pdf,leviticus
72,"Leviticus 8-9",Heiser,MS,55:01,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-72.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-72.pdf,leviticus
71,"Q&A 7",Heiser,MS,1:13:11,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-71.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-71.pdf,q&a
70,"Q&A 6",Heiser,MS,1:07:28,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-70.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-70.pdf,q&a
69,"Leviticus 6-7",Heiser,MS,1:01:27,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-69.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-69.pdf,leviticus
68,"Interview with Fern and Audrey",Heiser,MS,52:51,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-68.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-68.pdf,interview fern audrey
67,"Leviticus 5",Heiser,MS,49:09,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-67.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-67.pdf,leviticus
66,"Leviticus 4",Heiser,MS,53:33,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-66.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-66.pdf,leviticus
65,"Leviticus 2-3",Heiser,MS,49:29,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-65.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-65.pdf,leviticus
64,"Leviticus 1",Heiser,MS,47:16,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-64.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-64.pdf,leviticus
63,"Introducing Leviticus",Heiser,MS,56:37,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-63.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-63.pdf,introducing leviticus
62,"Q&A 5",Heiser,MS,1:09:35,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-62.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-62.pdf,q&a
61,"David Burnett",Heiser,MS,59:15,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-61.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-61.pdf,david burnett
60,"Acts 27-28",Heiser,MS,48:25,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-60.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-60.pdf,acts
59,"Q&A 4",Heiser,MS,1:12:10,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-59.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-59.pdf,q&a
58,"Acts 23-26",Heiser,MS,45:08,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-58.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-58.pdf,acts
57,"Acts 22",Heiser,MS,40:58,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-57.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-57.pdf,acts
56,"Acts 20-21",Heiser,MS,44:03,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-56.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-56.pdf,acts
55,"Dr. Ronn Johnson",Heiser,MS,59:36,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-55.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-55.pdf,ronn johnson
54,"Acts 18-19",Heiser,MS,1:06:01,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-54.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-54.pdf,acts
53,"Q&A 3",Heiser,MS,1:26:26,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-53.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-53.pdf,q&a
52,"Acts 16-17",Heiser,MS,49:47,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-52.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-52.pdf,acts
51,"Acts 15",Heiser,MS,57:56,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-51.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-51.pdf,acts
50,"Acts 14",Heiser,MS,45:52,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-50.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-50.pdf,acts
49,"Acts 13",Heiser,MS,44:58,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-49.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-49.pdf,acts
48,"Acts 11-12",Heiser,MS,53:53,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-48.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-48.pdf,acts
47,"Acts 10",Heiser,MS,47:34,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-47.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-47.pdf,acts
46,"Q&A 2",Heiser,MS,1:13:33,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-46.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-46.pdf,q&a
45,"Acts 9",Heiser,MS,51:03,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-45.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-45.pdf,acts
44,"Acts 8",Heiser,MS,41:45,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-44.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-44.pdf,acts
43,"Acts 6-7",Heiser,MS,49:42,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-43.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-43.pdf,acts
42,"Acts 4-5",Heiser,MS,52:52,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-42.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-42.pdf,acts
41,"Acts 3",Heiser,MS,50:29,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-41.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-41.pdf,acts
40,"Q&A 1",Heiser,MS,45:21,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-40.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-40.pdf,q&a
39,"Acts 2:42-47",Heiser,MS,33:08,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-39.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-39.pdf,acts
38,"Acts 2:22-41",Heiser,MS,51:52,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-38.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-38.pdf,acts
37,"Acts 2:1-21",Heiser,MS,1:04:17,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-37.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-37.pdf,acts
36,"Acts 1:12-26",Heiser,MS,41:57,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-36.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-36.pdf,acts
35,"Acts 1:1-11",Heiser,MS,40:52,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-35.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-35.pdf,acts
34,"Version 2.0",Heiser,MS,42:55,https://nakedbiblepodcast.com/wp-content/uploads/2022/08/Naked-Bible-34.mp3,N/A,version 2.0
33,"Studying the Original Languages of the Bible: Word Study Techniques, Part 2",Heiser,MS,20:49,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-33.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-33.pdf,studying original languages word study
32,"Studying the Original Languages of the Bible: Word Study Techniques, Part 1",Heiser,MS,26:31,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-32.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-32.pdf,studying original languages word study
31,"Studying the Original Languages of the Bible: Exegetical Fallacies",Heiser,MS,19:54,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-31.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-31.pdf,studying original languages exegetical fallacies
30,"Studying the Original Languages of the Bible: Introduction to Word Meaning",Heiser,MS,22:51,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-30.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-30.pdf,studying original languages word meaning
29,"The Bible's Literary Context: Prophecy and Apocalyptic",Heiser,MS,14:35,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-29.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-29.pdf,bible literary context prophecy apocalyptic
28,"The Bible's Literary Context: The Comedic Genre and the New Testament",Heiser,MS,20:56,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-28.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-28.pdf,bible literary context comedic genre
27,"The Bible's Literary Context: What is a Proverb?",Heiser,MS,12:23,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-27.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-27.pdf,bible literary context proverb
26,"The Bible's Literary Context: Parables",Heiser,MS,14:34,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-26.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-26.pdf,bible literary context parables
25,"The Bible's Literary Context: Greco-Roman Ghost Stories and the Gospels",Heiser,MS,13:40,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-25.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-25.pdf,bible literary context greco-roman ghost stories
24,"The Bible's Literary Context: The Military-Historical Annal Genre",Heiser,MS,18:05,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-24.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-24.pdf,bible literary context military-historical annal
23,"The Bible's Literary Context: The Legal Genre",Heiser,MS,15:55,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-23.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-23.pdf,bible literary context legal genre
22,"Introducing Genres and Reading Bible Stories Like Fiction",Heiser,MS,23:33,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-22.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-22.pdf,introducing genres reading bible stories
21,"Taking the Bible's Own Context Seriously, Part 6: Books for 2nd Temple & NT Study",Heiser,MS,25:56,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-21.mp3,https://nakedbiblepodcast.com/wp-content/uploads/2022/07/Naked-Bible-21.pdf,bible context 2nd temple nt study
